,0,1,2
58,MedicalImages,58,"(['attr_conc.mean', 'attr_conc.sd', 'attr_ent.mean', 'attr_ent.sd', 'attr_to_inst', 'can_cor.mean', 'can_cor.sd', 'cat_to_num', 'class_conc.mean', 'class_conc.sd', 'class_ent', 'cor.mean', 'cor.sd', 'cov.mean', 'cov.sd', 'eigenvalues.mean', 'eigenvalues.sd', 'eq_num_attr', 'freq_class.mean', 'freq_class.sd', 'g_mean.mean', 'g_mean.sd', 'gravity', 'h_mean.mean', 'h_mean.sd', 'inst_to_attr', 'iq_range.mean', 'iq_range.sd', 'joint_ent.mean', 'joint_ent.sd', 'kurtosis.mean', 'kurtosis.sd', 'lh_trace', 'mad.mean', 'mad.sd', 'max.mean', 'max.sd', 'mean.mean', 'mean.sd', 'median.mean', 'median.sd', 'min.mean', 'min.sd', 'mut_inf.mean', 'mut_inf.sd', 'nr_attr', 'nr_bin', 'nr_cat', 'nr_class', 'nr_cor_attr', 'nr_disc', 'nr_inst', 'nr_norm', 'nr_num', 'nr_outliers', 'ns_ratio', 'num_to_cat', 'p_trace', 'range.mean', 'range.sd', 'roy_root', 'sd.mean', 'sd.sd', 'sd_ratio', 'skewness.mean', 'skewness.sd', 'sparsity.mean', 'sparsity.sd', 't_mean.mean', 't_mean.sd', 'var.mean', 'var.sd', 'w_lambda'], [0.09215954377196975, 0.06644460789633164, 3.1778823348425402, 0.2559746884748806, 0.019281332164767746, 0.4616978019520979, 0.18857954239520625, 0.0, 0.06366145167377421, 0.02434533513562939, 2.433105351852607, 0.28029361000431907, 0.21396579749361275, 2.2929644457021547, 9.945839874141404, 32.43356392412851, 95.04221286170409, 7.1788975828221915, 0.09999999999999999, 0.15013706020057158, nan, nan, 28.46511427022565, nan, nan, 51.86363636363637, 3.152009983956917, 5.208053201918299, 5.272063036526771, 0.22987324630618003, 6.002341099400769, 18.933135545533126, 3.69065394899216, 2.1050441297058757, 3.4968048804445906, 16.738618355835055, 28.930785326882106, 3.9443621959728175, 6.7422647507258935, 3.08800914568868, 5.404626040711932, 0.3072898589040134, 1.2573598422459336, 0.33892465016837536, 0.1279745749982204, 22, 0, 0, 10, 0.16017316017316016, 9, 1141, 0.0, 22, 19, 8.376368267294191, nan, 2.202981693426471, 16.431328496931034, 27.96129039803211, 1.180385507639622, 2.869899826289127, 5.034827542543614, nan, 0.9722247774748293, 1.4952163130117802, 0.013006225982777824, 0.016827398802959952, 3.3194684900310607, 5.745366175198622, 32.433563924128514, 82.16166979719672, 0.06122758578463207])"
59,MiddlePhalanxOutlineCorrect,59,"(['attr_conc.mean', 'attr_conc.sd', 'attr_ent.mean', 'attr_ent.sd', 'attr_to_inst', 'can_cor.mean', 'can_cor.sd', 'cat_to_num', 'class_conc.mean', 'class_conc.sd', 'class_ent', 'cor.mean', 'cor.sd', 'cov.mean', 'cov.sd', 'eigenvalues.mean', 'eigenvalues.sd', 'eq_num_attr', 'freq_class.mean', 'freq_class.sd', 'g_mean.mean', 'g_mean.sd', 'gravity', 'h_mean.mean', 'h_mean.sd', 'inst_to_attr', 'iq_range.mean', 'iq_range.sd', 'joint_ent.mean', 'joint_ent.sd', 'kurtosis.mean', 'kurtosis.sd', 'lh_trace', 'mad.mean', 'mad.sd', 'max.mean', 'max.sd', 'mean.mean', 'mean.sd', 'median.mean', 'median.sd', 'min.mean', 'min.sd', 'mut_inf.mean', 'mut_inf.sd', 'nr_attr', 'nr_bin', 'nr_cat', 'nr_class', 'nr_cor_attr', 'nr_disc', 'nr_inst', 'nr_norm', 'nr_num', 'nr_outliers', 'ns_ratio', 'num_to_cat', 'p_trace', 'range.mean', 'range.sd', 'roy_root', 'sd.mean', 'sd.sd', 'sd_ratio', 'skewness.mean', 'skewness.sd', 'sparsity.mean', 'sparsity.sd', 't_mean.mean', 't_mean.sd', 'var.mean', 'var.sd', 'w_lambda'], [0.16484146458023158, 0.1428511365943135, 2.322129693020744, 0.9934866198451439, 0.024691358024691357, 0.5340320044546305, nan, 0.0, 0.03257661900240766, 0.10449642562131614, 0.9567799702878741, 0.3335287873117845, 0.26674766896646646, 0.2816948448601761, 1.424107989946473, 5.275243028437282, 16.069764169055645, 22.74796976519695, 0.5, 0.1722134360465553, nan, nan, 2.9500435913410015, nan, nan, 40.5, 0.6245521887424706, 0.9116184699299519, 3.2368496473967054, 0.9709290751711476, 15.342679905332954, 44.80023152564688, 0.3989735094751967, 0.41225225506566604, 0.5862381742567074, 7.8265900240347746, 12.762387200855864, 3.8168084965284663, 6.648551395978922, 3.4774659248972792, 6.262634334054244, 2.6413773238074505, 5.160981430342612, 0.042060015911911885, 0.030176377021602953, 22, 0, 0, 2, 0.2987012987012987, 1, 891, 0.0, 22, 13, 54.209909998229215, nan, 0.2851901817818305, 5.185212700227324, 8.946374736457216, 0.3989735094751967, 1.1176387597791662, 2.053739746618867, nan, -0.19829130322479724, 3.827424652125973, 0.07732150373726711, 0.11078103429680848, 3.5717975149294245, 6.342042561778029, 5.275243028437288, 14.562516578760295, 0.7148098182181695])"
60,MiddlePhalanxOutlineAgeGroup,60,"(['attr_conc.mean', 'attr_conc.sd', 'attr_ent.mean', 'attr_ent.sd', 'attr_to_inst', 'can_cor.mean', 'can_cor.sd', 'cat_to_num', 'class_conc.mean', 'class_conc.sd', 'class_ent', 'cor.mean', 'cor.sd', 'cov.mean', 'cov.sd', 'eigenvalues.mean', 'eigenvalues.sd', 'eq_num_attr', 'freq_class.mean', 'freq_class.sd', 'g_mean.mean', 'g_mean.sd', 'gravity', 'h_mean.mean', 'h_mean.sd', 'inst_to_attr', 'iq_range.mean', 'iq_range.sd', 'joint_ent.mean', 'joint_ent.sd', 'kurtosis.mean', 'kurtosis.sd', 'lh_trace', 'mad.mean', 'mad.sd', 'max.mean', 'max.sd', 'mean.mean', 'mean.sd', 'median.mean', 'median.sd', 'min.mean', 'min.sd', 'mut_inf.mean', 'mut_inf.sd', 'nr_attr', 'nr_bin', 'nr_cat', 'nr_class', 'nr_cor_attr', 'nr_disc', 'nr_inst', 'nr_norm', 'nr_num', 'nr_outliers', 'ns_ratio', 'num_to_cat', 'p_trace', 'range.mean', 'range.sd', 'roy_root', 'sd.mean', 'sd.sd', 'sd_ratio', 'skewness.mean', 'skewness.sd', 'sparsity.mean', 'sparsity.sd', 't_mean.mean', 't_mean.sd', 'var.mean', 'var.sd', 'w_lambda'], [0.164509977835725, 0.14236274653089928, 2.1876467641636754, 0.9309708356909487, 0.039711191335740074, 0.6240525298180395, 0.2700454243599873, 0.0, 0.12059670522253264, 0.10370261087022027, 1.4686953118124693, 0.3722455476790799, 0.2792526461837455, 0.2539975280734694, 1.0514975392295365, 4.371525818452621, 12.546400231998454, 4.350125433160097, 0.3333333333333333, 0.15803590140098997, nan, nan, 6.683384158979406, nan, nan, 25.181818181818183, 0.5775514286165775, 0.8104357587484324, 3.3187207051952203, 0.7627044136698781, 19.196173806485483, 62.152656438492016, 2.209120965167903, 0.4307919817351877, 0.6146810548885104, 7.427124743018842, 12.167839028294962, 3.7530725578114104, 6.477237341415137, 3.5483827004809583, 6.3487674673420855, 2.6997083721165165, 5.211821600447794, 0.3376213707809232, 0.20022964246335948, 22, 1, 0, 3, 0.3246753246753247, 2, 554, 0.0, 22, 11, 5.47958616809006, nan, 0.8518076511623557, 4.727416370902324, 8.388049510269957, 1.978235117995527, 1.0329756936190162, 1.8606030098636668, nan, -0.40861510602450424, 4.330404915663279, 0.0889411699761825, 0.1319886927693169, 3.567661380975663, 6.330561988298557, 4.371525818452617, 11.479281270136612, 0.27278673108693674])"
61,MiddlePhalanxTW,61,"(['attr_conc.mean', 'attr_conc.sd', 'attr_ent.mean', 'attr_ent.sd', 'attr_to_inst', 'can_cor.mean', 'can_cor.sd', 'cat_to_num', 'class_conc.mean', 'class_conc.sd', 'class_ent', 'cor.mean', 'cor.sd', 'cov.mean', 'cov.sd', 'eigenvalues.mean', 'eigenvalues.sd', 'eq_num_attr', 'freq_class.mean', 'freq_class.sd', 'g_mean.mean', 'g_mean.sd', 'gravity', 'h_mean.mean', 'h_mean.sd', 'inst_to_attr', 'iq_range.mean', 'iq_range.sd', 'joint_ent.mean', 'joint_ent.sd', 'kurtosis.mean', 'kurtosis.sd', 'lh_trace', 'mad.mean', 'mad.sd', 'max.mean', 'max.sd', 'mean.mean', 'mean.sd', 'median.mean', 'median.sd', 'min.mean', 'min.sd', 'mut_inf.mean', 'mut_inf.sd', 'nr_attr', 'nr_bin', 'nr_cat', 'nr_class', 'nr_cor_attr', 'nr_disc', 'nr_inst', 'nr_norm', 'nr_num', 'nr_outliers', 'ns_ratio', 'num_to_cat', 'p_trace', 'range.mean', 'range.sd', 'roy_root', 'sd.mean', 'sd.sd', 'sd_ratio', 'skewness.mean', 'skewness.sd', 'sparsity.mean', 'sparsity.sd', 't_mean.mean', 't_mean.sd', 'var.mean', 'var.sd', 'w_lambda'], [0.15643323694763983, 0.1113057771527436, 2.1881761550256025, 0.9313391578501665, 0.039783001808318265, 0.4188558987048828, 0.3206128398525236, 0.0, 0.17570515877810255, 0.11282821270276053, 2.319379133952508, 0.37241639556737655, 0.27939647728194184, 0.25446300126586546, 1.0533986476979125, 4.379016533495817, 12.568640512214733, 4.234246114394395, 0.16666666666666666, 0.1147586562523271, nan, nan, 3.1518745673228987, nan, nan, 25.136363636363637, 0.5777122739961841, 0.8105664819160128, 3.9597885623186144, 0.6805086341327689, 19.157403396414693, 62.038757579599, 12.732875322697817, 0.4292755402958303, 0.6123111019226772, 7.427124743018842, 12.167839028294962, 3.752986705817226, 6.477177015453964, 3.5469068761098437, 6.3487728370656855, 2.6997083721165165, 5.211821600447794, 0.547766726659496, 0.311611829880892, 22, 1, 0, 6, 0.3246753246753247, 5, 553, 0.0, 22, 11, 2.994722659351709, nan, 1.288371691712575, 4.727416370902324, 8.388049510269957, 12.308969267712671, 1.0337923017949031, 1.862235986086658, nan, -0.4076996388880632, 4.326486180343579, 0.08893923125315423, 0.13198838987576303, 3.5669662097488954, 6.330006221786857, 4.379016533495817, 11.499547916993583, 0.050782330719301626])"
62,MixedShapesRegularTrain,62,"(['attr_conc.mean', 'attr_conc.sd', 'attr_ent.mean', 'attr_ent.sd', 'attr_to_inst', 'can_cor.mean', 'can_cor.sd', 'cat_to_num', 'class_conc.mean', 'class_conc.sd', 'class_ent', 'cor.mean', 'cor.sd', 'cov.mean', 'cov.sd', 'eigenvalues.mean', 'eigenvalues.sd', 'eq_num_attr', 'freq_class.mean', 'freq_class.sd', 'g_mean.mean', 'g_mean.sd', 'gravity', 'h_mean.mean', 'h_mean.sd', 'inst_to_attr', 'iq_range.mean', 'iq_range.sd', 'joint_ent.mean', 'joint_ent.sd', 'kurtosis.mean', 'kurtosis.sd', 'lh_trace', 'mad.mean', 'mad.sd', 'max.mean', 'max.sd', 'mean.mean', 'mean.sd', 'median.mean', 'median.sd', 'min.mean', 'min.sd', 'mut_inf.mean', 'mut_inf.sd', 'nr_attr', 'nr_bin', 'nr_cat', 'nr_class', 'nr_cor_attr', 'nr_disc', 'nr_inst', 'nr_norm', 'nr_num', 'nr_outliers', 'ns_ratio', 'num_to_cat', 'p_trace', 'range.mean', 'range.sd', 'roy_root', 'sd.mean', 'sd.sd', 'sd_ratio', 'skewness.mean', 'skewness.sd', 'sparsity.mean', 'sparsity.sd', 't_mean.mean', 't_mean.sd', 'var.mean', 'var.sd', 'w_lambda'], [0.06141606904668913, 0.06955813046742823, 3.388663522943141, 0.9352314725363826, 0.007521367521367521, 0.7903438831135758, 0.1045573714214126, 0.0, 0.10737421411207816, 0.10467093704566868, 2.291192469676818, 0.19409835244004656, 0.18412416146853827, 38.52880298654997, 253.94683586091097, 1279.4435371104146, 4327.939490123413, 4.1142367355077765, 0.2, 0.04594317223350646, nan, nan, 164.9813996277146, nan, nan, 132.95454545454547, 24.92098894131675, 62.68337023978063, 5.122962304441358, 0.819826766245797, 97.17463223984144, 372.2993079827034, 8.82937405291997, 15.159356116293049, 37.10779018892794, 84.60651678224025, 166.46107596676222, 36.37762044197568, 68.5427282851658, 38.16103124446457, 72.31227234223114, 9.76560510162375, 21.218597556272687, 0.5568936881786022, 0.20995545137198726, 22, 0, 0, 5, 0.08225108225108226, 4, 2925, 0.0, 22, 18, 5.084937924195611, nan, 2.531370546055848, 74.8409116806165, 149.15359739305487, 3.9970245955568116, 14.438747445676652, 33.49573846727394, nan, -2.374594201354629, 9.222987875681273, 0.02811370984259924, 0.0802119731875408, 35.49964197169391, 66.50650599547646, 1279.4435371104123, 4157.617806988266, 0.013148709853714956])"
63,MixedShapesSmallTrain,63,"(['attr_conc.mean', 'attr_conc.sd', 'attr_ent.mean', 'attr_ent.sd', 'attr_to_inst', 'can_cor.mean', 'can_cor.sd', 'cat_to_num', 'class_conc.mean', 'class_conc.sd', 'class_ent', 'cor.mean', 'cor.sd', 'cov.mean', 'cov.sd', 'eigenvalues.mean', 'eigenvalues.sd', 'eq_num_attr', 'freq_class.mean', 'freq_class.sd', 'g_mean.mean', 'g_mean.sd', 'gravity', 'h_mean.mean', 'h_mean.sd', 'inst_to_attr', 'iq_range.mean', 'iq_range.sd', 'joint_ent.mean', 'joint_ent.sd', 'kurtosis.mean', 'kurtosis.sd', 'lh_trace', 'mad.mean', 'mad.sd', 'max.mean', 'max.sd', 'mean.mean', 'mean.sd', 'median.mean', 'median.sd', 'min.mean', 'min.sd', 'mut_inf.mean', 'mut_inf.sd', 'nr_attr', 'nr_bin', 'nr_cat', 'nr_class', 'nr_cor_attr', 'nr_disc', 'nr_inst', 'nr_norm', 'nr_num', 'nr_outliers', 'ns_ratio', 'num_to_cat', 'p_trace', 'range.mean', 'range.sd', 'roy_root', 'sd.mean', 'sd.sd', 'sd_ratio', 'skewness.mean', 'skewness.sd', 'sparsity.mean', 'sparsity.sd', 't_mean.mean', 't_mean.sd', 'var.mean', 'var.sd', 'w_lambda'], [0.051706544549746505, 0.036559765171649695, 3.3199562396617397, 0.9074142580150648, 0.008712871287128714, 0.7902744879717749, 0.10424216337247148, 0.0, 0.11013359353687752, 0.1033855602111572, 2.28052159247486, 0.19408076624473836, 0.18376705081168201, 39.14391747469517, 250.98116977172796, 1282.0814850012023, 4327.811176163443, 4.1117043409176155, 0.2, 0.05322129852792333, nan, nan, 165.55976907751887, nan, nan, 114.77272727272727, 24.87301158727143, 62.772815825954545, 5.045836397979904, 0.7956027081404348, 133.90997655000245, 537.2738997041728, 8.870218199927843, 14.214112169984014, 33.650077623895584, 84.60651678224025, 166.46107596676222, 36.479275217156804, 68.69698026083118, 38.5241229561227, 73.28640624466532, 9.975345196226785, 21.69710699119583, 0.5546414341566964, 0.2113410948891151, 22, 1, 0, 5, 0.0735930735930736, 4, 2525, 0.0, 22, 18, 4.985770328734206, nan, 2.530734351229923, 74.63117158601347, 148.8161696293289, 4.103167408973403, 14.456266501876048, 33.52905816084131, nan, -2.8118719030452883, 11.10815199996339, 0.035725479638272675, 0.11196324048174756, 35.63284337242632, 66.6873892479345, 1282.0814850012032, 4161.300915184739, 0.01311058959972419])"
64,MoteStrain,64,"(['attr_conc.mean', 'attr_conc.sd', 'attr_ent.mean', 'attr_ent.sd', 'attr_to_inst', 'can_cor.mean', 'can_cor.sd', 'cat_to_num', 'class_conc.mean', 'class_conc.sd', 'class_ent', 'cor.mean', 'cor.sd', 'cov.mean', 'cov.sd', 'eigenvalues.mean', 'eigenvalues.sd', 'eq_num_attr', 'freq_class.mean', 'freq_class.sd', 'g_mean.mean', 'g_mean.sd', 'gravity', 'h_mean.mean', 'h_mean.sd', 'inst_to_attr', 'iq_range.mean', 'iq_range.sd', 'joint_ent.mean', 'joint_ent.sd', 'kurtosis.mean', 'kurtosis.sd', 'lh_trace', 'mad.mean', 'mad.sd', 'max.mean', 'max.sd', 'mean.mean', 'mean.sd', 'median.mean', 'median.sd', 'min.mean', 'min.sd', 'mut_inf.mean', 'mut_inf.sd', 'nr_attr', 'nr_bin', 'nr_cat', 'nr_class', 'nr_cor_attr', 'nr_disc', 'nr_inst', 'nr_norm', 'nr_num', 'nr_outliers', 'ns_ratio', 'num_to_cat', 'p_trace', 'range.mean', 'range.sd', 'roy_root', 'sd.mean', 'sd.sd', 'sd_ratio', 'skewness.mean', 'skewness.sd', 'sparsity.mean', 'sparsity.sd', 't_mean.mean', 't_mean.sd', 'var.mean', 'var.sd', 'w_lambda'], [0.07292463356208402, 0.0924574182256061, 3.119102652666555, 0.42808882252727903, 0.01729559748427673, 0.8310085241489426, nan, 0.0, 0.022963474533104114, 0.01594994099021371, 0.995713992484509, 0.23426869250046914, 0.2232869166826611, 1.4532291069914853, 6.140691114001315, 23.38004703143761, 55.456000559980914, 6.63390359142173, 0.5, 0.05447835263858619, nan, nan, 18.35919945600114, nan, nan, 57.81818181818182, 3.6706945608642187, 6.1259327678186875, 3.964721911520616, 0.40640314451673776, 7.5644205409139085, 30.16315800278299, 2.2318026674765084, 2.1729034257052917, 3.8082183696105005, 12.89738468448636, 20.58860422984834, 5.00356165268526, 9.152099723588579, 4.781928915456314, 9.235874216116951, -0.211196644802191, 2.292393990074826, 0.15009473363044679, 0.11821792551169442, 22, 0, 0, 2, 0.13852813852813853, 1, 1272, 0.0, 22, 14, 19.780893354634284, nan, 0.6905751672082037, 13.108581329288553, 19.75478546988627, 2.2318026674765084, 2.6286595185049895, 4.153852575957914, nan, 0.12853863335509222, 1.161483520020249, 0.012768313648573214, 0.014982487086354503, 4.85027535843634, 9.068751792092034, 23.38004703143762, 46.93527539318385, 0.3094248327917964])"
65,NonInvasiveFetalECGThorax1,65,"(['attr_conc.mean', 'attr_conc.sd', 'attr_ent.mean', 'attr_ent.sd', 'attr_to_inst', 'can_cor.mean', 'can_cor.sd', 'cat_to_num', 'class_conc.mean', 'class_conc.sd', 'class_ent', 'cor.mean', 'cor.sd', 'cov.mean', 'cov.sd', 'eigenvalues.mean', 'eigenvalues.sd', 'eq_num_attr', 'freq_class.mean', 'freq_class.sd', 'g_mean.mean', 'g_mean.sd', 'gravity', 'h_mean.mean', 'h_mean.sd', 'inst_to_attr', 'iq_range.mean', 'iq_range.sd', 'joint_ent.mean', 'joint_ent.sd', 'kurtosis.mean', 'kurtosis.sd', 'lh_trace', 'mad.mean', 'mad.sd', 'max.mean', 'max.sd', 'mean.mean', 'mean.sd', 'median.mean', 'median.sd', 'min.mean', 'min.sd', 'mut_inf.mean', 'mut_inf.sd', 'nr_attr', 'nr_bin', 'nr_cat', 'nr_class', 'nr_cor_attr', 'nr_disc', 'nr_inst', 'nr_norm', 'nr_num', 'nr_outliers', 'ns_ratio', 'num_to_cat', 'p_trace', 'range.mean', 'range.sd', 'roy_root', 'sd.mean', 'sd.sd', 'sd_ratio', 'skewness.mean', 'skewness.sd', 'sparsity.mean', 'sparsity.sd', 't_mean.mean', 't_mean.sd', 'var.mean', 'var.sd', 'w_lambda'], [0.042335809638921855, 0.030876437169246828, 3.4240287605330395, 0.8753583148676134, 0.0058432934926958835, 0.5506516468240544, 0.2789209937227564, 0.0, 0.22090759924174067, 0.09646094236121985, 5.390385438085093, 0.25717720814361933, 0.2144727227920271, 5.581606862556911, 33.11571529579834, 268.43366643037376, 994.9127572360377, 4.294600667646754, 0.023809523809523808, 0.0012372314161331417, nan, nan, 140.46015839785434, nan, nan, 171.13636363636363, 4.578863259201998, 10.39784704409952, 7.559260144670021, 0.6887591444849924, 17.2465462386099, 59.28223415789515, 72.78982769260776, 2.952707084848859, 6.898481736232635, 45.04751332438205, 88.77241737937156, 19.829846146472775, 49.9738232826026, 18.410233936433112, 49.32035597732093, 8.68023187286734, 27.01583349187526, 1.2551540539481125, 0.39971261522724266, 22, 0, 0, 42, 0.17316017316017315, 22, 3765, 0.0, 22, 19, 1.7279749045646533, nan, 8.304514530826038, 36.367281451514714, 72.1718692940894, 46.478963562682196, 6.414674570097268, 15.430772540273242, nan, 1.5424942368867518, 3.2721133585593862, 0.018127889976508146, 0.027659730960519387, 18.554765577510157, 49.396544299409726, 268.43366643037365, 982.4174921393684, 1.1655895277246041e-07])"
66,NonInvasiveFetalECGThorax2,66,"(['attr_conc.mean', 'attr_conc.sd', 'attr_ent.mean', 'attr_ent.sd', 'attr_to_inst', 'can_cor.mean', 'can_cor.sd', 'cat_to_num', 'class_conc.mean', 'class_conc.sd', 'class_ent', 'cor.mean', 'cor.sd', 'cov.mean', 'cov.sd', 'eigenvalues.mean', 'eigenvalues.sd', 'eq_num_attr', 'freq_class.mean', 'freq_class.sd', 'g_mean.mean', 'g_mean.sd', 'gravity', 'h_mean.mean', 'h_mean.sd', 'inst_to_attr', 'iq_range.mean', 'iq_range.sd', 'joint_ent.mean', 'joint_ent.sd', 'kurtosis.mean', 'kurtosis.sd', 'lh_trace', 'mad.mean', 'mad.sd', 'max.mean', 'max.sd', 'mean.mean', 'mean.sd', 'median.mean', 'median.sd', 'min.mean', 'min.sd', 'mut_inf.mean', 'mut_inf.sd', 'nr_attr', 'nr_bin', 'nr_cat', 'nr_class', 'nr_cor_attr', 'nr_disc', 'nr_inst', 'nr_norm', 'nr_num', 'nr_outliers', 'ns_ratio', 'num_to_cat', 'p_trace', 'range.mean', 'range.sd', 'roy_root', 'sd.mean', 'sd.sd', 'sd_ratio', 'skewness.mean', 'skewness.sd', 'sparsity.mean', 'sparsity.sd', 't_mean.mean', 't_mean.sd', 'var.mean', 'var.sd', 'w_lambda'], [0.04360961610124303, 0.030309493020961052, 3.4864193586108345, 0.8040612027803856, 0.0058432934926958835, 0.5922452968246809, 0.28016362228824787, 0.0, 0.24517555259584925, 0.1069004063205433, 5.390385438085093, 0.2377452942757271, 0.20164802521906844, 9.783549770596906, 57.35310788601604, 379.16645258944357, 1526.9138745463881, 3.856837061362957, 0.023809523809523808, 0.0012372314161331417, nan, nan, 81.82575111087976, nan, nan, 171.13636363636363, 12.282578827517456, 38.0221644818846, 7.479186657188577, 0.658799943866025, 10.74887753376751, 31.613003678031323, 73.78688588117863, 3.2226483726672783, 6.824560277990556, 47.125365559385834, 91.44075612007902, 21.403521970522966, 50.60525241309322, 19.070566344322934, 48.97067788146433, 9.388493002998475, 28.773620564211285, 1.3976181395073504, 0.3992409882016979, 22, 0, 0, 42, 0.12987012987012986, 22, 3765, 0.0, 22, 18, 1.494543581009739, nan, 9.3649235757681, 37.73687255638734, 74.42683268924925, 28.21312660529844, 7.2677068273394045, 18.490192485732646, nan, 1.240713443894624, 2.2606581318989236, 0.016970207548615803, 0.025170801967295, 20.087350757134605, 49.232889185664135, 379.16645258944334, 1502.433733714954, 7.3095801571564275e-09])"
67,OliveOil,67,"(['attr_conc.mean', 'attr_conc.sd', 'attr_ent.mean', 'attr_ent.sd', 'attr_to_inst', 'can_cor.mean', 'can_cor.sd', 'cat_to_num', 'class_conc.mean', 'class_conc.sd', 'class_ent', 'cor.mean', 'cor.sd', 'cov.mean', 'cov.sd', 'eigenvalues.mean', 'eigenvalues.sd', 'eq_num_attr', 'freq_class.mean', 'freq_class.sd', 'g_mean.mean', 'g_mean.sd', 'gravity', 'h_mean.mean', 'h_mean.sd', 'inst_to_attr', 'iq_range.mean', 'iq_range.sd', 'joint_ent.mean', 'joint_ent.sd', 'kurtosis.mean', 'kurtosis.sd', 'lh_trace', 'mad.mean', 'mad.sd', 'max.mean', 'max.sd', 'mean.mean', 'mean.sd', 'median.mean', 'median.sd', 'min.mean', 'min.sd', 'mut_inf.mean', 'mut_inf.sd', 'nr_attr', 'nr_bin', 'nr_cat', 'nr_class', 'nr_cor_attr', 'nr_disc', 'nr_inst', 'nr_norm', 'nr_num', 'nr_outliers', 'ns_ratio', 'num_to_cat', 'p_trace', 'range.mean', 'range.sd', 'roy_root', 'sd.mean', 'sd.sd', 'sd_ratio', 'skewness.mean', 'skewness.sd', 'sparsity.mean', 'sparsity.sd', 't_mean.mean', 't_mean.sd', 'var.mean', 'var.sd', 'w_lambda'], [0.1953851455449679, 0.22410264654777212, 0.9491360361316681, 0.6967815982294746, 0.36666666666666664, 0.8699493148345733, 0.03560846625325093, 0.0, 0.2739069397685229, 0.1730675847564858, 1.8601813623668932, nan, nan, 0.0057103218360234015, 0.036945300229287194, 2.3431271835187464, 10.209011695382413, 8.827706633981446, 0.25, 0.12838022231434826, nan, nan, 2.2730687664938607, nan, nan, 2.727272727272727, 0.41169186675766944, 1.652870018776227, 2.59859660322357, 0.5763223794609638, nan, nan, 9.972011506297402, 0.07641487666910911, 0.315775229732773, 24.72429340041938, 48.43172699645383, 24.201665140104048, 47.868056005026155, 24.108681284570693, 47.8158792600693, 22.777731471077416, 45.43591616930306, 0.21072079527499205, 0.1943107138286217, 22, 4, 0, 4, 0.22077922077922077, 3, 60, 7.0, 22, 13, 3.504235260184166, nan, 2.2729713568812477, 1.9465619293419676, 6.140632098284868, 4.601639782407508, 0.43542401814468845, 1.5020260662044922, nan, nan, nan, 0.2919497185114709, 0.34383701258742577, 24.187423605900616, 47.88577397557922, 2.3431271835187464, 10.207512106607071, 0.013285551117241222])"
68,OSULeaf,68,"(['attr_conc.mean', 'attr_conc.sd', 'attr_ent.mean', 'attr_ent.sd', 'attr_to_inst', 'can_cor.mean', 'can_cor.sd', 'cat_to_num', 'class_conc.mean', 'class_conc.sd', 'class_ent', 'cor.mean', 'cor.sd', 'cov.mean', 'cov.sd', 'eigenvalues.mean', 'eigenvalues.sd', 'eq_num_attr', 'freq_class.mean', 'freq_class.sd', 'g_mean.mean', 'g_mean.sd', 'gravity', 'h_mean.mean', 'h_mean.sd', 'inst_to_attr', 'iq_range.mean', 'iq_range.sd', 'joint_ent.mean', 'joint_ent.sd', 'kurtosis.mean', 'kurtosis.sd', 'lh_trace', 'mad.mean', 'mad.sd', 'max.mean', 'max.sd', 'mean.mean', 'mean.sd', 'median.mean', 'median.sd', 'min.mean', 'min.sd', 'mut_inf.mean', 'mut_inf.sd', 'nr_attr', 'nr_bin', 'nr_cat', 'nr_class', 'nr_cor_attr', 'nr_disc', 'nr_inst', 'nr_norm', 'nr_num', 'nr_outliers', 'ns_ratio', 'num_to_cat', 'p_trace', 'range.mean', 'range.sd', 'roy_root', 'sd.mean', 'sd.sd', 'sd_ratio', 'skewness.mean', 'skewness.sd', 'sparsity.mean', 'sparsity.sd', 't_mean.mean', 't_mean.sd', 'var.mean', 'var.sd', 'w_lambda'], [0.0934532510184194, 0.08743174351545108, 2.7413626174052363, 0.19757057214346266, 0.049773755656108594, 0.6469979156345508, 0.22346029691336752, 0.0, 0.13836629978086099, 0.09146003365112039, 2.534558367626827, 0.3497817186906969, 0.273646541315407, 11.09925082549833, 52.70753478428721, 159.70525062203475, 502.88666330716495, 4.794662175067637, 0.16666666666666666, 0.04584821765783006, nan, nan, 42.57884619800369, nan, nan, 20.09090909090909, 8.804368978100294, 17.58637265973541, 4.74730014062584, 0.3815519033801618, 0.6460984271657576, 1.8650221255479944, 7.011245489741, 5.790202396784598, 11.732795201092614, 30.255366829800092, 54.95974900353583, 13.776097461736805, 24.605723886199122, 13.18594316669309, 23.74838645509406, 4.413418186886604, 9.09789287248236, 0.5286208444062219, 0.2724534718935393, 22, 0, 0, 6, 0.2727272727272727, 5, 442, 1.0, 22, 14, 4.185876883997066, nan, 2.2927695313637075, 25.841948642913493, 48.07925818582077, 3.9143895408271545, 5.711876629446137, 11.538246445593925, nan, 0.2817062216329539, 0.7015026533363908, 0.011023903898308306, 0.020400350912781456, 13.660767904532308, 24.59915951270474, 159.70525062203467, 435.12236044553623, 0.02547114890834803])"
